Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
5,1177,Shipped Early,6,$839.43 ,26.00%,Office Supplies,Independence,United States,Sandra Glassco,5,0,1,12/22/2017,CA-2017-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218.2518,3,Central,$478 ,839.43,Consumer,12/27/2017,Standard Class,Missouri,Appliances
3,280,Shipped Late,1,$199.95 ,32.00%,Technology,Detroit,United States,Theone Pippenger,2,0,1,12/22/2017,CA-2017-120376,48227,Microsoft Wireless Mobile Mouse 4000,63.984,5,Central,$0 ,199.95,Consumer,12/25/2017,First Class,Michigan,Accessories
3,2224,Shipped Late,1,"$1,586.69 ",26.00%,Furniture,Detroit,United States,Theone Pippenger,2,0,1,12/22/2017,CA-2017-120376,48227,Hon GuestStacker Chair,412.5394,7,Central,"$1,434 ",1586.69,Consumer,12/25/2017,First Class,Michigan,Chairs
3,119,Shipped Late,1,$84.99 ,36.00%,Technology,Detroit,United States,Theone Pippenger,2,0,1,12/22/2017,CA-2017-120376,48227,Logitech Gaming G510s - Keyboard,30.5964,1,Central,$0 ,84.99,Consumer,12/25/2017,First Class,Michigan,Accessories
3,577,Shipped Late,1,$411.80 ,17.00%,Furniture,Detroit,United States,Theone Pippenger,2,0,1,12/22/2017,CA-2017-120376,48227,Bevis 44 x 96 Conference Tables,70.006,2,Central,$0 ,411.8,Consumer,12/25/2017,First Class,Michigan,Tables
4,6,Shipped Early,6,$4.17 ,26.00%,Office Supplies,Carlsbad,United States,Jim Mitchum,4,0,1,12/22/2017,CA-2017-115931,88220,Design Ebony Sketching Pencil,1.0842,3,West,$0 ,4.17,Corporate,12/26/2017,Standard Class,New Mexico,Art
4,52,Shipped Early,6,$37.32 ,28.00%,Office Supplies,Carlsbad,United States,Jim Mitchum,4,0,1,12/22/2017,CA-2017-115931,88220,Eldon Simplefile Box Office,10.4496,3,West,$0 ,37.32,Corporate,12/26/2017,Standard Class,New Mexico,Storage
4,26,Shipped Early,6,$18.45 ,47.00%,Office Supplies,Carlsbad,United States,Jim Mitchum,4,0,1,12/22/2017,CA-2017-115931,88220,Avery 517,8.6715,5,West,$0 ,18.45,Corporate,12/26/2017,Standard Class,New Mexico,Labels
5,974,Shipped Late,3,$695.16 ,5.00%,Office Supplies,Providence,United States,Jason Gross,5,0,1,12/22/2017,CA-2017-119578,2908,Premier Electric Letter Opener,34.758,6,East,$478 ,695.16,Corporate,12/27/2017,Second Class,Rhode Island,Supplies
5,310,Shipped Late,3,$220.98 ,23.00%,Furniture,Providence,United States,Jason Gross,5,0,1,12/22/2017,CA-2017-119578,2908,"Bush Cubix Collection Bookcases, Fully Assembled",50.8254,1,East,$0 ,220.98,Corporate,12/27/2017,Second Class,Rhode Island,Bookcases
4,199,Shipped Early,6,$141.96 ,25.00%,Furniture,Tuscaloosa,United States,Sharelle Roach,4,0,1,12/22/2017,CA-2017-100412,35401,"Situations Contoured Folding Chairs, 4/Set",35.49,2,South,$0 ,141.96,Home Office,12/26/2017,Standard Class,Alabama,Chairs
2,666,Shipped Late,1,$474.95 ,30.00%,Technology,Los Angeles,United States,Chad McGuire,1,0,1,12/22/2017,CA-2017-149699,90008,Kensington Expert Mouse Optical USB Trackball for PC or Mac,142.485,5,West,$0 ,474.95,Consumer,12/24/2017,First Class,California,Accessories
4,852,Shipped Early,6,$607.52 ,16.00%,Furniture,Rochester,United States,Charlotte Melton,4,0,1,12/22/2017,CA-2017-146164,55901,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",97.2032,2,Central,$478 ,607.52,Consumer,12/26/2017,Standard Class,Minnesota,Tables
4,44,Shipped Early,6,$31.16 ,25.00%,Office Supplies,Rochester,United States,Charlotte Melton,4,0,1,12/22/2017,CA-2017-146164,55901,Personal File Boxes with Fold-Down Carry Handle,7.79,2,Central,$0 ,31.16,Consumer,12/26/2017,Standard Class,Minnesota,Storage
2,11,Shipped Early,3,$7.82 ,37.50%,Office Supplies,Port Orange,United States,Jeremy Pistek,1,20,1,12/22/2017,CA-2017-145310,32127,Staple envelope,2.934,1,South,$0 ,7.824,Consumer,12/24/2017,Second Class,Florida,Envelopes
4,94,Shipped Early,6,$67.04 ,10.00%,Technology,Carlsbad,United States,Jim Mitchum,4,20,1,12/22/2017,CA-2017-115931,88220,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",6.704,4,West,$0 ,67.04,Corporate,12/26/2017,Standard Class,New Mexico,Phones
4,36,Shipped Early,6,$25.92 ,35.00%,Office Supplies,Houston,United States,Alex Grayson,4,20,1,12/22/2017,CA-2017-104927,77095,Xerox 1931,9.072,5,Central,$0 ,25.92,Consumer,12/26/2017,Standard Class,Texas,Paper
4,106,Shipped Early,6,$75.88 ,35.00%,Office Supplies,Houston,United States,Alex Grayson,4,20,1,12/22/2017,CA-2017-104927,77095,Xerox 1887,26.558,5,Central,$0 ,75.88,Consumer,12/26/2017,Standard Class,Texas,Paper
6,66,Shipped On Time,6,$46.86 ,16.30%,Technology,Jackson,United States,Jack Lebron,5,20,1,12/22/2017,CA-2017-150910,38301,Logitech ClearChat Comfort/USB Headset H390,7.6154,2,South,$0 ,46.864,Consumer,12/28/2017,Standard Class,Tennessee,Accessories
6,37,Shipped On Time,6,$26.16 ,7.50%,Office Supplies,Jackson,United States,Jack Lebron,5,20,1,12/22/2017,CA-2017-150910,38301,Crate-A-Files,1.962,3,South,$0 ,26.16,Consumer,12/28/2017,Standard Class,Tennessee,Storage
6,32,Shipped On Time,6,$23.13 ,12.50%,Office Supplies,Jackson,United States,Jack Lebron,5,20,1,12/22/2017,CA-2017-150910,38301,Newell 325,2.891,7,South,$0 ,23.128,Consumer,12/28/2017,Standard Class,Tennessee,Art
6,83,Shipped On Time,6,$59.24 ,27.50%,Office Supplies,Jackson,United States,Jack Lebron,5,20,1,12/22/2017,CA-2017-150910,38301,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",16.291,5,South,$0 ,59.24,Consumer,12/28/2017,Standard Class,Tennessee,Appliances
2,883,Shipped Late,1,$629.96 ,15.00%,Technology,Toledo,United States,Sally Knutson,1,40,1,12/22/2017,CA-2017-119193,43615,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,94.4937,7,East,$478 ,629.958,Consumer,12/24/2017,First Class,Ohio,Phones
6,1310,Shipped On Time,6,$934.96 ,-26.70%,Furniture,Jackson,United States,Jack Lebron,5,40,1,12/22/2017,CA-2017-150910,38301,"Bevis Round Bullnose 29"" High Table Top",-249.3216,6,South,$478 ,934.956,Consumer,12/28/2017,Standard Class,Tennessee,Tables
3,256,Shipped On Time,3,$182.55 ,-74.00%,Furniture,Mesa,United States,Alex Grayson,2,50,1,12/22/2017,CA-2017-142909,85204,"Lesro Round Back Collection Coffee Table, End Table",-135.087,2,West,$0 ,182.55,Consumer,12/25/2017,Second Class,Arizona,Tables
2,2,Shipped Late,1,$1.64 ,-80.00%,Office Supplies,Toledo,United States,Sally Knutson,1,70,1,12/22/2017,CA-2017-119193,43615,Angle-D Ring Binders,-1.3128,1,East,$0 ,1.641,Consumer,12/24/2017,First Class,Ohio,Binders
4,9,Shipped Early,6,$6.33 ,-155.00%,Office Supplies,Houston,United States,Alex Grayson,4,80,1,12/22/2017,CA-2017-104927,77095,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-9.8115,5,Central,$0 ,6.33,Consumer,12/26/2017,Standard Class,Texas,Binders
4,9,Shipped Early,6,$6.63 ,27.00%,Office Supplies,Los Angeles,United States,Bradley Nguyen,4,0,1,12/21/2017,CA-2017-163405,90049,Newell 327,1.7901,3,West,$0 ,6.63,Consumer,12/25/2017,Standard Class,California,Art
4,8,Shipped Early,6,$5.88 ,29.00%,Office Supplies,Los Angeles,United States,Bradley Nguyen,4,0,1,12/21/2017,CA-2017-163405,90049,Newell 317,1.7052,2,West,$0 ,5.88,Consumer,12/25/2017,Standard Class,California,Art
4,1402,Shipped Early,6,"$1,000.02 ",29.00%,Office Supplies,Oakland,United States,Yana Sorensen,4,0,1,12/21/2017,CA-2017-138380,94601,Letter Size Cart,290.0058,7,West,$956 ,1000.02,Corporate,12/25/2017,Standard Class,California,Storage
7,395,Shipped Late,6,$281.97 ,28.00%,Technology,Paterson,United States,Dean Braden,6,0,1,12/21/2017,CA-2017-165841,7501,Jabra SPEAK 410,78.9516,3,East,$0 ,281.97,Consumer,12/28/2017,Standard Class,New Jersey,Phones
7,97,Shipped Late,6,$69.50 ,29.00%,Office Supplies,Paterson,United States,Dean Braden,6,0,1,12/21/2017,CA-2017-165841,7501,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",20.155,5,East,$0 ,69.5,Consumer,12/28/2017,Standard Class,New Jersey,Supplies
7,233,Shipped Late,6,$166.44 ,48.00%,Office Supplies,Paterson,United States,Dean Braden,6,0,1,12/21/2017,CA-2017-165841,7501,Xerox 1913,79.8912,3,East,$0 ,166.44,Consumer,12/28/2017,Standard Class,New Jersey,Paper
3,100,Shipped Late,1,$71.00 ,39.00%,Technology,Bowling Green,United States,Brian Derr,2,0,1,12/21/2017,CA-2017-109589,42104,Memorex Froggy Flash Drive 8 GB,27.69,4,South,$0 ,71,Consumer,12/24/2017,First Class,Kentucky,Accessories
6,174,Shipped On Time,6,$124.36 ,27.00%,Office Supplies,Costa Mesa,United States,Sanjit Engle,5,0,1,12/21/2017,CA-2017-144827,92627,"Fellowes Mobile File Cart, Black",33.5772,2,West,$0 ,124.36,Consumer,12/27/2017,Standard Class,California,Storage
5,33,Shipped Late,3,$23.88 ,47.00%,Office Supplies,Columbia,United States,Pete Kriz,5,0,1,12/21/2017,CA-2017-107461,29203,Ibico Presentation Index for Binding Systems,11.2236,6,South,$0 ,23.88,Consumer,12/26/2017,Second Class,South Carolina,Binders
0,22,Shipped On Time,0,$15.92 ,44.00%,Furniture,Fremont,United States,Rick Bensley,0,0,1,12/21/2017,CA-2017-137456,68025,Staple-based wall hangings,7.0048,2,Central,$0 ,15.92,Home Office,12/21/2017,Same Day,Nebraska,Furnishings
6,526,Shipped On Time,6,$375.34 ,5.00%,Office Supplies,Lafayette,United States,Liz Preis,5,0,1,12/21/2017,CA-2017-106782,47905,Tennsco Single-Tier Lockers,18.767,1,Central,$0 ,375.34,Consumer,12/27/2017,Standard Class,Indiana,Storage
6,9,Shipped On Time,6,$6.48 ,48.00%,Office Supplies,Rochester,United States,Dean Katz,5,0,1,12/20/2017,CA-2017-105480,14609,Xerox 227,3.1104,1,East,$0 ,6.48,Corporate,12/26/2017,Standard Class,New York,Paper
6,392,Shipped On Time,6,$279.90 ,49.00%,Office Supplies,New York City,United States,David Kendrick,5,0,1,12/20/2017,CA-2017-102197,10009,Xerox 1908,137.151,5,East,$0 ,279.9,Corporate,12/26/2017,Standard Class,New York,Paper
6,48,Shipped On Time,6,$34.02 ,49.00%,Office Supplies,New York City,United States,David Kendrick,5,0,1,12/20/2017,CA-2017-102197,10009,Xerox 188,16.6698,3,East,$0 ,34.02,Corporate,12/26/2017,Standard Class,New York,Paper
6,10,Shipped On Time,6,$6.98 ,33.80%,Office Supplies,Rochester,United States,Dean Katz,5,20,1,12/20/2017,CA-2017-105480,14609,Wilson Jones Leather-Like Binders with DublLock Round Rings,2.3571,1,East,$0 ,6.984,Corporate,12/26/2017,Standard Class,New York,Binders
6,71,Shipped On Time,6,$50.35 ,35.00%,Office Supplies,New York City,United States,David Kendrick,5,20,1,12/20/2017,CA-2017-102197,10009,GBC Premium Transparent Covers with Diagonal Lined Pattern,17.6232,3,East,$0 ,50.352,Corporate,12/26/2017,Standard Class,New York,Binders
2,2335,Shipped Late,1,"$1,665.62 ",2.00%,Office Supplies,Lafayette,United States,Amy Cox,1,0,1,12/19/2017,CA-2017-158729,70506,Martin Yale Chadless Opener Electric Letter Opener,33.3124,2,South,"$1,434 ",1665.62,Consumer,12/21/2017,First Class,Louisiana,Supplies
5,51,Shipped Late,3,$36.67 ,31.30%,Office Supplies,San Francisco,United States,Michael Moore,5,20,1,12/19/2017,CA-2017-128160,94110,Deluxe Heavy-Duty Vinyl Round Ring Binder,11.46,2,West,$0 ,36.672,Consumer,12/24/2017,Second Class,California,Binders
4,19,Shipped Early,6,$13.36 ,30.00%,Furniture,Parker,United States,Tony Sayre,4,20,1,12/19/2017,CA-2017-116946,80134,OIC Stacking Trays,4.008,5,West,$0 ,13.36,Consumer,12/23/2017,Standard Class,Colorado,Furnishings
4,110,Shipped Early,6,$78.26 ,-22.50%,Office Supplies,Parker,United States,Tony Sayre,4,20,1,12/19/2017,CA-2017-116946,80134,Tennsco Industrial Shelving,-17.6076,2,West,$0 ,78.256,Consumer,12/23/2017,Standard Class,Colorado,Storage
4,143,Shipped Early,6,$102.02 ,-180.00%,Furniture,Parker,United States,Tony Sayre,4,70,1,12/19/2017,CA-2017-116946,80134,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-183.6324,7,West,$0 ,102.018,Consumer,12/23/2017,Standard Class,Colorado,Bookcases
5,168,Shipped Late,3,$119.98 ,48.00%,Technology,Encinitas,United States,Russell Applegate,5,0,1,12/18/2017,CA-2017-140585,92024,Logitech Illuminated - Keyboard,57.5904,2,West,$0 ,119.98,Consumer,12/23/2017,Second Class,California,Accessories
6,54,Shipped On Time,6,$38.82 ,45.00%,Office Supplies,New York City,United States,Doug Jacobs,5,0,1,12/18/2017,CA-2017-115602,10009,Staples in misc. colors,17.469,6,East,$0 ,38.82,Consumer,12/24/2017,Standard Class,New York,Art
6,2389,Shipped On Time,6,"$1,704.56 ",30.00%,Office Supplies,New York City,United States,Doug Jacobs,5,0,1,12/18/2017,CA-2017-115602,10009,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,511.368,13,East,"$1,434 ",1704.56,Consumer,12/24/2017,Standard Class,New York,Appliances
6,4,Shipped On Time,6,$3.20 ,43.00%,Office Supplies,New York City,United States,Doug Jacobs,5,0,1,12/18/2017,CA-2017-115602,10009,Sanford Pocket Accent Highlighters,1.376,2,East,$0 ,3.2,Consumer,12/24/2017,Standard Class,New York,Art
5,27,Shipped Early,6,$18.96 ,45.00%,Furniture,Oceanside,United States,Duane Benoit,5,0,1,12/18/2017,CA-2017-105886,11572,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",8.532,2,East,$0 ,18.96,Consumer,12/23/2017,Standard Class,New York,Furnishings
1,9,Shipped On Time,1,$6.63 ,27.00%,Office Supplies,Los Angeles,United States,Emily Phan,0,0,1,12/18/2017,CA-2017-102099,90008,Newell 327,1.7901,3,West,$0 ,6.63,Consumer,12/19/2017,First Class,California,Art
1,18,Shipped On Time,1,$12.96 ,48.00%,Office Supplies,Los Angeles,United States,Emily Phan,0,0,1,12/18/2017,CA-2017-102099,90008,Xerox 1996,6.2208,2,West,$0 ,12.96,Consumer,12/19/2017,First Class,California,Paper
1,45,Shipped On Time,1,$32.40 ,48.00%,Office Supplies,Los Angeles,United States,Emily Phan,0,0,1,12/18/2017,CA-2017-102099,90008,Xerox 213,15.552,5,West,$0 ,32.4,Consumer,12/19/2017,First Class,California,Paper
6,8,Shipped On Time,6,$5.76 ,29.00%,Office Supplies,San Francisco,United States,Tonja Turnell,5,0,1,12/18/2017,CA-2017-158736,94110,Newell 335,1.6704,2,West,$0 ,5.76,Home Office,12/24/2017,Standard Class,California,Art
6,140,Shipped On Time,6,$99.95 ,23.00%,Furniture,Milwaukee,United States,Harold Engle,5,0,1,12/18/2017,CA-2017-143252,53209,Tensor Track Tree Floor Lamp,22.9885,5,Central,$0 ,99.95,Corporate,12/24/2017,Standard Class,Wisconsin,Furnishings
6,41,Shipped On Time,6,$29.34 ,37.00%,Technology,Milwaukee,United States,Harold Engle,5,0,1,12/18/2017,CA-2017-143252,53209,"Maxell 74 Minute CDR, 10/Pack",10.8558,3,Central,$0 ,29.34,Corporate,12/24/2017,Standard Class,Wisconsin,Accessories
6,1601,Shipped On Time,6,"$1,141.94 ",12.20%,Furniture,New York City,United States,Doug Jacobs,5,10,1,12/18/2017,CA-2017-115602,10009,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,139.5702,9,East,$956 ,1141.938,Consumer,12/24/2017,Standard Class,New York,Chairs
5,168,Shipped Late,3,$119.83 ,-10.60%,Furniture,Encinitas,United States,Russell Applegate,5,15,1,12/18/2017,CA-2017-140585,92024,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",-12.6882,1,West,$0 ,119.833,Consumer,12/23/2017,Second Class,California,Bookcases
5,65,Shipped Late,3,$46.67 ,35.00%,Office Supplies,Encinitas,United States,Russell Applegate,5,20,1,12/18/2017,CA-2017-140585,92024,Binding Machine Supplies,16.3352,2,West,$0 ,46.672,Consumer,12/23/2017,Second Class,California,Binders
4,26,Shipped Early,6,$18.70 ,12.50%,Office Supplies,Philadelphia,United States,Aaron Hawkins,4,20,1,12/18/2017,CA-2017-164000,19134,Avery Fluorescent Highlighter Four-Color Set,2.338,7,East,$0 ,18.704,Corporate,12/22/2017,Standard Class,Pennsylvania,Art
2,18,Shipped Late,1,$12.67 ,11.30%,Office Supplies,Charlotte,United States,Alex Grayson,1,20,1,12/18/2017,CA-2017-108287,28205,Newell 310,1.4256,9,South,$0 ,12.672,Consumer,12/20/2017,First Class,North Carolina,Art
5,7,Shipped Early,6,$4.82 ,36.30%,Office Supplies,Columbus,United States,Beth Paige,5,20,1,12/18/2017,CA-2017-156664,43229,Ideal Clamps,1.7487,3,East,$0 ,4.824,Consumer,12/23/2017,Standard Class,Ohio,Fasteners
5,128,Shipped Early,6,$91.36 ,32.50%,Office Supplies,Columbus,United States,Beth Paige,5,20,1,12/18/2017,CA-2017-156664,43229,"Xerox Color Copier Paper, 11"" x 17"", Ream",29.692,5,East,$0 ,91.36,Consumer,12/23/2017,Standard Class,Ohio,Paper
5,182,Shipped Early,6,$130.11 ,10.00%,Office Supplies,Columbus,United States,Beth Paige,5,20,1,12/18/2017,CA-2017-156664,43229,Kensington 4 Outlet MasterPiece Compact Power Control Center,13.0112,2,East,$0 ,130.112,Consumer,12/23/2017,Standard Class,Ohio,Appliances
5,10,Shipped Early,6,$7.24 ,-83.30%,Office Supplies,Columbus,United States,Beth Paige,5,70,1,12/18/2017,CA-2017-156664,43229,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-6.03,3,East,$0 ,7.236,Consumer,12/23/2017,Standard Class,Ohio,Binders
4,19,Shipped Early,6,$13.23 ,46.00%,Office Supplies,San Francisco,United States,Logan Currie,4,0,1,12/17/2017,CA-2017-133431,94122,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",6.0858,3,West,$0 ,13.23,Consumer,12/21/2017,Standard Class,California,Paper
5,39,Shipped Early,6,$28.16 ,47.00%,Office Supplies,Columbus,United States,Vicky Freymann,5,0,1,12/17/2017,CA-2017-107342,47201,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",13.2352,4,Central,$0 ,28.16,Home Office,12/22/2017,Standard Class,Indiana,Paper
4,708,Shipped Early,6,$504.90 ,16.00%,Furniture,Chesapeake,United States,Arianne Irving,4,0,1,12/17/2017,CA-2017-116855,23320,Hon Valutask Swivel Chairs,80.784,5,South,$478 ,504.9,Consumer,12/21/2017,Standard Class,Virginia,Chairs
4,763,Shipped Early,6,$544.38 ,29.00%,Office Supplies,Arlington,United States,Giulietta Baptist,4,0,1,12/17/2017,CA-2017-130309,22204,Adjustable Depth Letter/Legal Cart,157.8702,3,South,$478 ,544.38,Consumer,12/21/2017,Standard Class,Virginia,Storage
4,675,Shipped Early,6,$481.32 ,26.00%,Office Supplies,Anaheim,United States,Christine Abelman,4,0,1,12/17/2017,CA-2017-120936,92804,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,West,$478 ,481.32,Corporate,12/21/2017,Standard Class,California,Storage
4,20,Shipped Early,6,$13.98 ,26.00%,Office Supplies,Anaheim,United States,Christine Abelman,4,0,1,12/17/2017,CA-2017-120936,92804,Fiskars Spring-Action Scissors,3.6348,1,West,$0 ,13.98,Corporate,12/21/2017,Standard Class,California,Supplies
6,234,Shipped On Time,6,$166.72 ,25.00%,Office Supplies,New York City,United States,Annie Thurman,5,0,1,12/17/2017,CA-2017-103443,10009,Safco Steel Mobile File Cart,41.68,2,East,$0 ,166.72,Consumer,12/23/2017,Standard Class,New York,Storage
6,174,Shipped On Time,6,$124.36 ,22.00%,Furniture,New York City,United States,Annie Thurman,5,0,1,12/17/2017,CA-2017-103443,10009,Deflect-o Glass Clear Studded Chair Mats,27.3592,2,East,$0 ,124.36,Consumer,12/23/2017,Standard Class,New York,Furnishings
4,46,Shipped Early,6,$32.56 ,26.00%,Office Supplies,Eau Claire,United States,Dave Poirier,4,0,1,12/17/2017,CA-2017-155362,54703,Adjustable Personal File Tote,8.4656,2,Central,$0 ,32.56,Corporate,12/21/2017,Standard Class,Wisconsin,Storage
4,21,Shipped Early,6,$15.24 ,33.80%,Office Supplies,San Francisco,United States,Logan Currie,4,20,1,12/17/2017,CA-2017-133431,94122,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",5.1435,5,West,$0 ,15.24,Consumer,12/21/2017,Standard Class,California,Binders
3,17,Shipped Late,1,$11.81 ,36.30%,Office Supplies,Los Angeles,United States,Hallie Redmond,2,20,1,12/17/2017,CA-2017-106964,90045,GBC Plastic Binding Combs,4.2804,2,West,$0 ,11.808,Home Office,12/20/2017,First Class,California,Binders
6,35,Shipped On Time,6,$24.82 ,33.80%,Office Supplies,New York City,United States,Annie Thurman,5,20,1,12/17/2017,CA-2017-103443,10009,GBC Wire Binding Combs,8.3754,3,East,$0 ,24.816,Consumer,12/23/2017,Standard Class,New York,Binders
4,93,Shipped Late,3,$66.28 ,-270.00%,Office Supplies,Dallas,United States,Logan Currie,4,80,1,12/17/2017,US-2017-116701,75220,Eureka Sanitaire  Commercial Upright,-178.9668,2,Central,$0 ,66.284,Consumer,12/21/2017,Second Class,Texas,Appliances
5,27,Shipped Late,3,$18.96 ,40.00%,Furniture,Oceanside,United States,Andy Yotov,5,0,1,12/16/2017,CA-2017-137428,92054,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",7.584,2,West,$0 ,18.96,Corporate,12/21/2017,Second Class,California,Furnishings
4,15,Shipped Early,6,$10.80 ,48.00%,Office Supplies,Tulsa,United States,Andrew Roberts,4,0,1,12/16/2017,CA-2017-111808,74133,Peel & Stick Add-On Corner Pockets,5.184,5,Central,$0 ,10.8,Consumer,12/20/2017,Standard Class,Oklahoma,Binders
5,19,Shipped Late,3,$13.36 ,48.00%,Office Supplies,Los Angeles,United States,Rick Bensley,5,0,1,12/16/2017,CA-2017-161578,90036,Xerox 1898,6.4128,2,West,$0 ,13.36,Home Office,12/21/2017,Second Class,California,Paper
5,223,Shipped Late,3,$158.90 ,5.00%,Office Supplies,Los Angeles,United States,Rick Bensley,5,0,1,12/16/2017,CA-2017-161578,90036,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",7.945,5,West,$0 ,158.9,Home Office,12/21/2017,Second Class,California,Storage
